InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536532,22633,HAND WARMER UNION JACK,28,06/26/2011 08:00,1.85,DE3003,Germany
536532,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,06/26/2011 08:00,4.25,DE3003,Germany
536533,47566,PARTY BUNTING,36,03-08-2011 12:00,4.95,DE3008,Germany
536533,71053,WHITE METAL LANTERN,40,03-08-2011 12:00,3.39,DE3008,Germany
536533,21754,HOME BUILDING BLOCK WORD,6,03-08-2011 12:00,5.95,DE3008,Germany
536533,21212,PACK OF 72 RETROSPOT CAKE CASES,23,03-08-2011 12:00,0.55,DE3008,Germany
536533,22632,HAND WARMER RED POLKA DOT,10,03-08-2011 12:00,1.85,DE3008,Germany
536534,22633,HAND WARMER UNION JACK,11,08/16/2011 16:00,1.85,DE3010,Germany
536534,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,08/16/2011 16:00,2.55,DE3010,Germany
536534,47566,PARTY BUNTING,25,08/16/2011 16:00,4.95,DE3010,Germany
536534,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,08/16/2011 16:00,3.75,DE3010,Germany
536535,84879,ASSORTED COLOUR BIRD ORNAMENT,35,09/25/2011 09:00,1.69,DE3003,Germany
536535,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,09/25/2011 09:00,2.55,DE3003,Germany
536535,21730,GLASS STAR FROSTED T-LIGHT HOLDER,31,09/25/2011 09:00,4.25,DE3003,Germany
536536,22633,HAND WARMER UNION JACK,28,02/20/2011 10:00,1.85,DE3004,Germany
536536,22423,REGENCY CAKESTAND 3 TIER,23,02/20/2011 10:00,12.75,DE3004,Germany
536536,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,33,02/20/2011 10:00,3.75,DE3004,Germany
536536,71053,WHITE METAL LANTERN,13,02/20/2011 10:00,3.39,DE3004,Germany
536537,22752,SET 7 BABUSHKA NESTING BOXES,25,06/20/2011 13:00,7.65,DE3006,Germany
536537,71053,WHITE METAL LANTERN,6,06/20/2011 13:00,3.39,DE3006,Germany
536538,22752,SET 7 BABUSHKA NESTING BOXES,36,09/26/2011 12:00,7.65,DE3007,Germany
536538,20725,LUNCH BAG RED RETROSPOT,22,09/26/2011 12:00,1.65,DE3007,Germany
536538,22423,REGENCY CAKESTAND 3 TIER,2,09/26/2011 12:00,12.75,DE3007,Germany
536538,22633,HAND WARMER UNION JACK,12,09/26/2011 12:00,1.85,DE3007,Germany
536538,84879,ASSORTED COLOUR BIRD ORNAMENT,27,09/26/2011 12:00,1.69,DE3007,Germany
536539,84029E,RED WOOLLY HOTTIE WHITE HEART,15,07/15/2011 15:00,3.39,DE3006,Germany
536539,20725,LUNCH BAG RED RETROSPOT,37,07/15/2011 15:00,1.65,DE3006,Germany
536539,21754,HOME BUILDING BLOCK WORD,31,07/15/2011 15:00,5.95,DE3006,Germany
536539,22752,SET 7 BABUSHKA NESTING BOXES,22,07/15/2011 15:00,7.65,DE3006,Germany
536539,22632,HAND WARMER RED POLKA DOT,25,07/15/2011 15:00,1.85,DE3006,Germany
536540,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,05/25/2011 13:00,3.75,DE3001,Germany
536540,21754,HOME BUILDING BLOCK WORD,36,05/25/2011 13:00,5.95,DE3001,Germany
536541,22633,HAND WARMER UNION JACK,29,10/25/2011 14:00,1.85,DE3005,Germany
536542,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,02-04-2011 08:00,2.55,DE3005,Germany
536542,84029E,RED WOOLLY HOTTIE WHITE HEART,12,02-04-2011 08:00,3.39,DE3005,Germany
536542,71053,WHITE METAL LANTERN,18,02-04-2011 08:00,3.39,DE3005,Germany
536542,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,02-04-2011 08:00,4.25,DE3005,Germany
536543,71053,WHITE METAL LANTERN,25,02/26/2011 10:00,3.39,DE3010,Germany
536543,22752,SET 7 BABUSHKA NESTING BOXES,32,02/26/2011 10:00,7.65,DE3010,Germany
536543,47566,PARTY BUNTING,20,02/26/2011 10:00,4.95,DE3010,Germany
536543,22632,HAND WARMER RED POLKA DOT,14,02/26/2011 10:00,1.85,DE3010,Germany
536543,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,35,02/26/2011 10:00,3.75,DE3010,Germany
536544,21754,HOME BUILDING BLOCK WORD,38,06-02-2011 12:00,5.95,DE3001,Germany
536544,20725,LUNCH BAG RED RETROSPOT,4,06-02-2011 12:00,1.65,DE3001,Germany
536545,22633,HAND WARMER UNION JACK,40,03-07-2011 11:00,1.85,DE3001,Germany
536545,21754,HOME BUILDING BLOCK WORD,5,03-07-2011 11:00,5.95,DE3001,Germany
536545,47566,PARTY BUNTING,21,03-07-2011 11:00,4.95,DE3001,Germany
536545,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,03-07-2011 11:00,2.55,DE3001,Germany
536545,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,03-07-2011 11:00,3.75,DE3001,Germany
536546,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,01/31/2011 08:00,3.75,DE3004,Germany
536546,84406B,CREAM CUPID HEARTS COAT HANGER,23,01/31/2011 08:00,2.75,DE3004,Germany
536546,22752,SET 7 BABUSHKA NESTING BOXES,38,01/31/2011 08:00,7.65,DE3004,Germany
536546,21212,PACK OF 72 RETROSPOT CAKE CASES,22,01/31/2011 08:00,0.55,DE3004,Germany
536546,22632,HAND WARMER RED POLKA DOT,27,01/31/2011 08:00,1.85,DE3004,Germany
536547,71053,WHITE METAL LANTERN,17,08/30/2011 12:00,3.39,DE3009,Germany
536547,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,08/30/2011 12:00,2.55,DE3009,Germany
536547,21754,HOME BUILDING BLOCK WORD,11,08/30/2011 12:00,5.95,DE3009,Germany
536547,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,08/30/2011 12:00,4.25,DE3009,Germany
536547,84029E,RED WOOLLY HOTTIE WHITE HEART,22,08/30/2011 12:00,3.39,DE3009,Germany
536548,84879,ASSORTED COLOUR BIRD ORNAMENT,27,03-12-2011 10:00,1.69,DE3006,Germany
536548,22752,SET 7 BABUSHKA NESTING BOXES,29,03-12-2011 10:00,7.65,DE3006,Germany
536549,47566,PARTY BUNTING,34,05/14/2011 16:00,4.95,DE3008,Germany
536549,21212,PACK OF 72 RETROSPOT CAKE CASES,16,05/14/2011 16:00,0.55,DE3008,Germany
536549,22632,HAND WARMER RED POLKA DOT,4,05/14/2011 16:00,1.85,DE3008,Germany
536549,22752,SET 7 BABUSHKA NESTING BOXES,24,05/14/2011 16:00,7.65,DE3008,Germany
536549,84029E,RED WOOLLY HOTTIE WHITE HEART,2,05/14/2011 16:00,3.39,DE3008,Germany
536550,21212,PACK OF 72 RETROSPOT CAKE CASES,9,08/25/2011 08:00,0.55,DE3002,Germany
536550,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,08/25/2011 08:00,2.55,DE3002,Germany
536551,21754,HOME BUILDING BLOCK WORD,15,08/24/2011 10:00,5.95,DE3003,Germany
536552,84879,ASSORTED COLOUR BIRD ORNAMENT,9,09/19/2011 08:00,1.69,DE3008,Germany
536553,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,03-02-2011 14:00,3.75,DE3002,Germany
536553,84879,ASSORTED COLOUR BIRD ORNAMENT,31,03-02-2011 14:00,1.69,DE3002,Germany
536553,20725,LUNCH BAG RED RETROSPOT,24,03-02-2011 14:00,1.65,DE3002,Germany
536553,22633,HAND WARMER UNION JACK,16,03-02-2011 14:00,1.85,DE3002,Germany
536553,84406B,CREAM CUPID HEARTS COAT HANGER,6,03-02-2011 14:00,2.75,DE3002,Germany
536554,22752,SET 7 BABUSHKA NESTING BOXES,2,10/19/2011 14:00,7.65,DE3010,Germany
536554,20725,LUNCH BAG RED RETROSPOT,33,10/19/2011 14:00,1.65,DE3010,Germany
536554,84879,ASSORTED COLOUR BIRD ORNAMENT,18,10/19/2011 14:00,1.69,DE3010,Germany
536554,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,10/19/2011 14:00,2.55,DE3010,Germany
536555,20725,LUNCH BAG RED RETROSPOT,39,09-07-2011 12:00,1.65,DE3008,Germany
536556,22423,REGENCY CAKESTAND 3 TIER,17,06/20/2011 18:00,12.75,DE3008,Germany
536556,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,06/20/2011 18:00,2.55,DE3008,Germany
536556,22752,SET 7 BABUSHKA NESTING BOXES,24,06/20/2011 18:00,7.65,DE3008,Germany
536556,21754,HOME BUILDING BLOCK WORD,9,06/20/2011 18:00,5.95,DE3008,Germany
536557,47566,PARTY BUNTING,724,08-01-2011 08:00,4.95,DE3000,Germany
536557,22633,HAND WARMER UNION JACK,897,08-01-2011 08:00,1.85,DE3000,Germany
536558,84879,ASSORTED COLOUR BIRD ORNAMENT,31,08-07-2011 18:00,1.69,DE3002,Germany
536558,21212,PACK OF 72 RETROSPOT CAKE CASES,35,08-07-2011 18:00,0.55,DE3002,Germany
536558,22752,SET 7 BABUSHKA NESTING BOXES,24,08-07-2011 18:00,7.65,DE3002,Germany
536558,22423,REGENCY CAKESTAND 3 TIER,22,08-07-2011 18:00,12.75,DE3002,Germany
536559,22632,HAND WARMER RED POLKA DOT,25,06-03-2011 16:00,1.85,DE3005,Germany
536559,22752,SET 7 BABUSHKA NESTING BOXES,13,06-03-2011 16:00,7.65,DE3005,Germany
536559,20725,LUNCH BAG RED RETROSPOT,37,06-03-2011 16:00,1.65,DE3005,Germany
536560,47566,PARTY BUNTING,31,01/19/2011 10:00,4.95,DE3002,Germany
536560,71053,WHITE METAL LANTERN,18,01/19/2011 10:00,3.39,DE3002,Germany
536560,21754,HOME BUILDING BLOCK WORD,6,01/19/2011 10:00,5.95,DE3002,Germany
536561,84029E,RED WOOLLY HOTTIE WHITE HEART,11,06/17/2011 17:00,3.39,DE3004,Germany
536562,22633,HAND WARMER UNION JACK,5,05/27/2011 13:00,1.85,DE3008,Germany
536563,22423,REGENCY CAKESTAND 3 TIER,27,07-04-2011 10:00,12.75,DE3008,Germany
536563,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,07-04-2011 10:00,2.55,DE3008,Germany
536563,47566,PARTY BUNTING,34,07-04-2011 10:00,4.95,DE3008,Germany
536563,20725,LUNCH BAG RED RETROSPOT,40,07-04-2011 10:00,1.65,DE3008,Germany
536564,84879,ASSORTED COLOUR BIRD ORNAMENT,31,03/28/2011 18:00,1.69,DE3004,Germany
536564,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,03/28/2011 18:00,3.75,DE3004,Germany
536565,22633,HAND WARMER UNION JACK,32,07-06-2011 08:00,1.85,DE3011,Germany
536566,84879,ASSORTED COLOUR BIRD ORNAMENT,22,03-01-2011 17:00,1.69,DE3010,Germany
536566,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,03-01-2011 17:00,3.75,DE3010,Germany
536566,21212,PACK OF 72 RETROSPOT CAKE CASES,19,03-01-2011 17:00,0.55,DE3010,Germany
536566,22752,SET 7 BABUSHKA NESTING BOXES,39,03-01-2011 17:00,7.65,DE3010,Germany
536567,84029E,RED WOOLLY HOTTIE WHITE HEART,24,08/14/2011 14:00,3.39,DE3011,Germany
536567,21212,PACK OF 72 RETROSPOT CAKE CASES,33,08/14/2011 14:00,0.55,DE3011,Germany
536568,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,05/24/2011 17:00,3.75,DE3004,Germany
536568,22752,SET 7 BABUSHKA NESTING BOXES,20,05/24/2011 17:00,7.65,DE3004,Germany
536568,71053,WHITE METAL LANTERN,10,05/24/2011 17:00,3.39,DE3004,Germany
536569,71053,WHITE METAL LANTERN,31,07/28/2011 09:00,3.39,NL4004,Netherlands
536569,21212,PACK OF 72 RETROSPOT CAKE CASES,25,07/28/2011 09:00,0.55,NL4004,Netherlands
536569,22423,REGENCY CAKESTAND 3 TIER,5,07/28/2011 09:00,12.75,NL4004,Netherlands
536569,21754,HOME BUILDING BLOCK WORD,5,07/28/2011 09:00,5.95,NL4004,Netherlands
536570,21730,GLASS STAR FROSTED T-LIGHT HOLDER,30,10/21/2011 12:00,4.25,NL4001,Netherlands
536570,71053,WHITE METAL LANTERN,32,10/21/2011 12:00,3.39,NL4001,Netherlands
536570,22632,HAND WARMER RED POLKA DOT,38,10/21/2011 12:00,1.85,NL4001,Netherlands
536571,47566,PARTY BUNTING,31,09/13/2011 11:00,4.95,NL4005,Netherlands
536571,21754,HOME BUILDING BLOCK WORD,5,09/13/2011 11:00,5.95,NL4005,Netherlands
536571,20725,LUNCH BAG RED RETROSPOT,26,09/13/2011 11:00,1.65,NL4005,Netherlands
536571,22423,REGENCY CAKESTAND 3 TIER,31,09/13/2011 11:00,12.75,NL4005,Netherlands
536572,21212,PACK OF 72 RETROSPOT CAKE CASES,1,04/26/2011 10:00,0.55,NL4002,Netherlands
536572,22632,HAND WARMER RED POLKA DOT,30,04/26/2011 10:00,1.85,NL4002,Netherlands
536572,22633,HAND WARMER UNION JACK,34,04/26/2011 10:00,1.85,NL4002,Netherlands
536572,47566,PARTY BUNTING,39,04/26/2011 10:00,4.95,NL4002,Netherlands
536573,71053,WHITE METAL LANTERN,4,05/31/2011 15:00,3.39,NL4004,Netherlands
536573,22752,SET 7 BABUSHKA NESTING BOXES,2,05/31/2011 15:00,7.65,NL4004,Netherlands
536573,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,05/31/2011 15:00,4.25,NL4004,Netherlands
536573,20725,LUNCH BAG RED RETROSPOT,20,05/31/2011 15:00,1.65,NL4004,Netherlands
536573,84879,ASSORTED COLOUR BIRD ORNAMENT,16,05/31/2011 15:00,1.69,NL4004,Netherlands
536574,84879,ASSORTED COLOUR BIRD ORNAMENT,14,10-03-2011 09:00,1.69,NL4001,Netherlands
536574,22632,HAND WARMER RED POLKA DOT,30,10-03-2011 09:00,1.85,NL4001,Netherlands
536575,47566,PARTY BUNTING,29,02/17/2011 15:00,4.95,NL4005,Netherlands
536575,71053,WHITE METAL LANTERN,12,02/17/2011 15:00,3.39,NL4005,Netherlands
536575,20725,LUNCH BAG RED RETROSPOT,5,02/17/2011 15:00,1.65,NL4005,Netherlands
536576,22423,REGENCY CAKESTAND 3 TIER,498,05-03-2011 08:00,12.75,NL4000,Netherlands
536576,84406B,CREAM CUPID HEARTS COAT HANGER,436,05-03-2011 08:00,2.75,NL4000,Netherlands
536576,20725,LUNCH BAG RED RETROSPOT,654,05-03-2011 08:00,1.65,NL4000,Netherlands
536577,22752,SET 7 BABUSHKA NESTING BOXES,13,02/28/2011 11:00,7.65,NL4000,Netherlands
536577,21754,HOME BUILDING BLOCK WORD,6,02/28/2011 11:00,5.95,NL4000,Netherlands
536577,22423,REGENCY CAKESTAND 3 TIER,19,02/28/2011 11:00,12.75,NL4000,Netherlands
536577,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,02/28/2011 11:00,4.25,NL4000,Netherlands
536577,22633,HAND WARMER UNION JACK,16,02/28/2011 11:00,1.85,NL4000,Netherlands
536578,84406B,CREAM CUPID HEARTS COAT HANGER,3,04/30/2011 12:00,2.75,NL4004,Netherlands
536579,21730,GLASS STAR FROSTED T-LIGHT HOLDER,39,07/15/2011 14:00,4.25,NL4003,Netherlands
536579,84029E,RED WOOLLY HOTTIE WHITE HEART,22,07/15/2011 14:00,3.39,NL4003,Netherlands
536580,22633,HAND WARMER UNION JACK,21,04/19/2011 15:00,1.85,NL4004,Netherlands
536580,21754,HOME BUILDING BLOCK WORD,22,04/19/2011 15:00,5.95,NL4004,Netherlands
536581,84029E,RED WOOLLY HOTTIE WHITE HEART,25,07/23/2011 13:00,3.39,NL4000,Netherlands
536581,20725,LUNCH BAG RED RETROSPOT,3,07/23/2011 13:00,1.65,NL4000,Netherlands
536581,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,07/23/2011 13:00,4.25,NL4000,Netherlands
536581,22632,HAND WARMER RED POLKA DOT,35,07/23/2011 13:00,1.85,NL4000,Netherlands
536581,84406B,CREAM CUPID HEARTS COAT HANGER,16,07/23/2011 13:00,2.75,NL4000,Netherlands
536582,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,29,09-05-2011 13:00,3.75,NL4001,Netherlands
536582,22633,HAND WARMER UNION JACK,22,09-05-2011 13:00,1.85,NL4001,Netherlands
536582,22752,SET 7 BABUSHKA NESTING BOXES,31,09-05-2011 13:00,7.65,NL4001,Netherlands
536582,84029E,RED WOOLLY HOTTIE WHITE HEART,38,09-05-2011 13:00,3.39,NL4001,Netherlands
536582,47566,PARTY BUNTING,7,09-05-2011 13:00,4.95,NL4001,Netherlands
536583,47566,PARTY BUNTING,12,03-06-2011 18:00,4.95,NL4002,Netherlands
536583,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,03-06-2011 18:00,3.75,NL4002,Netherlands
536583,22632,HAND WARMER RED POLKA DOT,15,03-06-2011 18:00,1.85,NL4002,Netherlands
536583,84879,ASSORTED COLOUR BIRD ORNAMENT,27,03-06-2011 18:00,1.69,NL4002,Netherlands
536583,20725,LUNCH BAG RED RETROSPOT,5,03-06-2011 18:00,1.65,NL4002,Netherlands
536584,21754,HOME BUILDING BLOCK WORD,9,09-07-2011 08:00,5.95,NL4005,Netherlands
536584,22632,HAND WARMER RED POLKA DOT,17,09-07-2011 08:00,1.85,NL4005,Netherlands
536584,47566,PARTY BUNTING,35,09-07-2011 08:00,4.95,NL4005,Netherlands
536584,22633,HAND WARMER UNION JACK,4,09-07-2011 08:00,1.85,NL4005,Netherlands
536584,21212,PACK OF 72 RETROSPOT CAKE CASES,22,09-07-2011 08:00,0.55,NL4005,Netherlands
536585,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,05-09-2011 13:00,4.25,NL4002,Netherlands
536586,84879,ASSORTED COLOUR BIRD ORNAMENT,40,04/25/2011 15:00,1.69,NL4002,Netherlands
536587,21730,GLASS STAR FROSTED T-LIGHT HOLDER,34,05/14/2011 09:00,4.25,IE5001,EIRE
536588,84879,ASSORTED COLOUR BIRD ORNAMENT,31,06/13/2011 10:00,1.69,IE5004,EIRE
536588,47566,PARTY BUNTING,39,06/13/2011 10:00,4.95,IE5004,EIRE
536589,20725,LUNCH BAG RED RETROSPOT,14,10/27/2011 18:00,1.65,IE5000,EIRE
536590,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,08-10-2011 15:00,2.55,IE5004,EIRE
536590,84406B,CREAM CUPID HEARTS COAT HANGER,9,08-10-2011 15:00,2.75,IE5004,EIRE
536590,22633,HAND WARMER UNION JACK,36,08-10-2011 15:00,1.85,IE5004,EIRE
536591,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,06/19/2011 14:00,4.25,IE5004,EIRE
536591,21754,HOME BUILDING BLOCK WORD,16,06/19/2011 14:00,5.95,IE5004,EIRE
536592,22632,HAND WARMER RED POLKA DOT,17,02/26/2011 08:00,1.85,IE5002,EIRE
536592,71053,WHITE METAL LANTERN,39,02/26/2011 08:00,3.39,IE5002,EIRE
536592,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,02/26/2011 08:00,2.55,IE5002,EIRE
536593,21212,PACK OF 72 RETROSPOT CAKE CASES,11,02/17/2011 18:00,0.55,IE5000,EIRE
536593,20725,LUNCH BAG RED RETROSPOT,26,02/17/2011 18:00,1.65,IE5000,EIRE
536594,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,04-09-2011 16:00,2.55,IE5002,EIRE
536594,22752,SET 7 BABUSHKA NESTING BOXES,9,04-09-2011 16:00,7.65,IE5002,EIRE
536594,22423,REGENCY CAKESTAND 3 TIER,24,04-09-2011 16:00,12.75,IE5002,EIRE
536595,84406B,CREAM CUPID HEARTS COAT HANGER,38,08-11-2011 11:00,2.75,IE5000,EIRE
536595,71053,WHITE METAL LANTERN,9,08-11-2011 11:00,3.39,IE5000,EIRE
536595,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,08-11-2011 11:00,4.25,IE5000,EIRE
536596,22423,REGENCY CAKESTAND 3 TIER,22,09/25/2011 17:00,12.75,IE5004,EIRE
536596,21754,HOME BUILDING BLOCK WORD,3,09/25/2011 17:00,5.95,IE5004,EIRE
536596,22632,HAND WARMER RED POLKA DOT,28,09/25/2011 17:00,1.85,IE5004,EIRE
536596,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,09/25/2011 17:00,2.55,IE5004,EIRE
536597,22423,REGENCY CAKESTAND 3 TIER,18,01-08-2011 11:00,12.75,IE5003,EIRE
536597,21212,PACK OF 72 RETROSPOT CAKE CASES,29,01-08-2011 11:00,0.55,IE5003,EIRE
536597,22632,HAND WARMER RED POLKA DOT,18,01-08-2011 11:00,1.85,IE5003,EIRE
536597,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,01-08-2011 11:00,3.75,IE5003,EIRE
536598,21212,PACK OF 72 RETROSPOT CAKE CASES,15,05/13/2011 13:00,0.55,IE5004,EIRE
536598,84406B,CREAM CUPID HEARTS COAT HANGER,2,05/13/2011 13:00,2.75,IE5004,EIRE
536598,21754,HOME BUILDING BLOCK WORD,30,05/13/2011 13:00,5.95,IE5004,EIRE
536599,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,04/18/2011 15:00,2.55,IE5000,EIRE
536600,84406B,CREAM CUPID HEARTS COAT HANGER,9,06/23/2011 14:00,2.75,IE5004,EIRE
536600,22632,HAND WARMER RED POLKA DOT,15,06/23/2011 14:00,1.85,IE5004,EIRE
536601,20725,LUNCH BAG RED RETROSPOT,38,03/25/2011 08:00,1.65,IE5003,EIRE
536601,21212,PACK OF 72 RETROSPOT CAKE CASES,22,03/25/2011 08:00,0.55,IE5003,EIRE
536601,22423,REGENCY CAKESTAND 3 TIER,16,03/25/2011 08:00,12.75,IE5003,EIRE
536601,84406B,CREAM CUPID HEARTS COAT HANGER,16,03/25/2011 08:00,2.75,IE5003,EIRE
536601,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,03/25/2011 08:00,3.75,IE5003,EIRE
536602,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,09/22/2011 18:00,2.55,IE5000,EIRE
536602,20725,LUNCH BAG RED RETROSPOT,39,09/22/2011 18:00,1.65,IE5000,EIRE
536602,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,09/22/2011 18:00,3.75,IE5000,EIRE
536603,47566,PARTY BUNTING,27,03/21/2011 12:00,4.95,IE5000,EIRE
536603,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,31,03/21/2011 12:00,3.75,IE5000,EIRE
536604,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,10-09-2011 18:00,2.55,IE5001,EIRE
536605,84029E,RED WOOLLY HOTTIE WHITE HEART,33,07/19/2011 09:00,3.39,IE5004,EIRE
536606,20725,LUNCH BAG RED RETROSPOT,10,01-07-2011 14:00,1.65,IE5004,EIRE
536606,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,01-07-2011 14:00,3.75,IE5004,EIRE
536607,71053,WHITE METAL LANTERN,30,06-03-2011 13:00,3.39,ES6003,Spain
536608,21754,HOME BUILDING BLOCK WORD,8,04/23/2011 12:00,5.95,ES6000,Spain
536608,20725,LUNCH BAG RED RETROSPOT,37,04/23/2011 12:00,1.65,ES6000,Spain
536608,84406B,CREAM CUPID HEARTS COAT HANGER,19,04/23/2011 12:00,2.75,ES6000,Spain
536609,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,04/19/2011 14:00,2.55,ES6003,Spain
536609,71053,WHITE METAL LANTERN,5,04/19/2011 14:00,3.39,ES6003,Spain
536609,22633,HAND WARMER UNION JACK,30,04/19/2011 14:00,1.85,ES6003,Spain
536609,84406B,CREAM CUPID HEARTS COAT HANGER,2,04/19/2011 14:00,2.75,ES6003,Spain
536609,22423,REGENCY CAKESTAND 3 TIER,29,04/19/2011 14:00,12.75,ES6003,Spain
536610,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,04/26/2011 09:00,2.55,ES6000,Spain
536610,22632,HAND WARMER RED POLKA DOT,11,04/26/2011 09:00,1.85,ES6000,Spain
536610,22423,REGENCY CAKESTAND 3 TIER,10,04/26/2011 09:00,12.75,ES6000,Spain
536610,84029E,RED WOOLLY HOTTIE WHITE HEART,38,04/26/2011 09:00,3.39,ES6000,Spain
536611,22423,REGENCY CAKESTAND 3 TIER,15,09-03-2011 10:00,12.75,ES6005,Spain
536611,22632,HAND WARMER RED POLKA DOT,21,09-03-2011 10:00,1.85,ES6005,Spain
536611,84879,ASSORTED COLOUR BIRD ORNAMENT,16,09-03-2011 10:00,1.69,ES6005,Spain
536611,21212,PACK OF 72 RETROSPOT CAKE CASES,27,09-03-2011 10:00,0.55,ES6005,Spain
536611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,33,09-03-2011 10:00,4.25,ES6005,Spain
536612,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,10/31/2011 17:00,2.55,ES6002,Spain
536612,84406B,CREAM CUPID HEARTS COAT HANGER,10,10/31/2011 17:00,2.75,ES6002,Spain
536613,21212,PACK OF 72 RETROSPOT CAKE CASES,40,02-12-2011 08:00,0.55,ES6000,Spain
536613,84406B,CREAM CUPID HEARTS COAT HANGER,32,02-12-2011 08:00,2.75,ES6000,Spain
536613,22632,HAND WARMER RED POLKA DOT,13,02-12-2011 08:00,1.85,ES6000,Spain
536613,71053,WHITE METAL LANTERN,35,02-12-2011 08:00,3.39,ES6000,Spain
536614,71053,WHITE METAL LANTERN,23,02-04-2011 08:00,3.39,ES6003,Spain
536615,22423,REGENCY CAKESTAND 3 TIER,12,09/15/2011 10:00,12.75,ES6005,Spain
536615,21754,HOME BUILDING BLOCK WORD,25,09/15/2011 10:00,5.95,ES6005,Spain
536616,22632,HAND WARMER RED POLKA DOT,26,10-10-2011 13:00,1.85,ES6000,Spain
536616,84406B,CREAM CUPID HEARTS COAT HANGER,23,10-10-2011 13:00,2.75,ES6000,Spain
536617,22632,HAND WARMER RED POLKA DOT,20,01-10-2011 09:00,1.85,ES6002,Spain
536617,20725,LUNCH BAG RED RETROSPOT,10,01-10-2011 09:00,1.65,ES6002,Spain
536617,47566,PARTY BUNTING,26,01-10-2011 09:00,4.95,ES6002,Spain
536617,21754,HOME BUILDING BLOCK WORD,22,01-10-2011 09:00,5.95,ES6002,Spain
536617,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,01-10-2011 09:00,3.75,ES6002,Spain
536618,84029E,RED WOOLLY HOTTIE WHITE HEART,31,04/22/2011 12:00,3.39,ES6005,Spain
536618,22752,SET 7 BABUSHKA NESTING BOXES,1,04/22/2011 12:00,7.65,ES6005,Spain
536618,21754,HOME BUILDING BLOCK WORD,3,04/22/2011 12:00,5.95,ES6005,Spain
536619,22423,REGENCY CAKESTAND 3 TIER,24,10/22/2011 08:00,12.75,ES6000,Spain
536620,71053,WHITE METAL LANTERN,31,10/27/2011 10:00,3.39,ES6000,Spain
536620,84406B,CREAM CUPID HEARTS COAT HANGER,15,10/27/2011 10:00,2.75,ES6000,Spain
536620,22752,SET 7 BABUSHKA NESTING BOXES,38,10/27/2011 10:00,7.65,ES6000,Spain
536620,21754,HOME BUILDING BLOCK WORD,19,10/27/2011 10:00,5.95,ES6000,Spain
536620,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,10/27/2011 10:00,2.55,ES6000,Spain
536621,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,08/26/2011 15:00,3.75,ES6000,Spain
536621,71053,WHITE METAL LANTERN,10,08/26/2011 15:00,3.39,ES6000,Spain
